"ID","Sex_R","BirthYear","Age","AgeClass","SampleYear","IgG_TC","IgPlateRef","RTL","qPCRPlate","qPCRRow","Survival","Strongyles"
24,"Males",1998,0,"Lambs",1998,0.27818,34,1.96630970928884,41,"B",0,500
731,"Males",2010,0,"Lambs",2010,0.22911,31,1.93060583773801,96,"B",0,300
59,"Males",1998,0,"Lambs",1998,0.12074,33,1.97574764431771,41,"C",0,300
725,"Females",2010,0,"Lambs",2010,0.16138,30,2.08766415480536,41,"E",1,100
18,"Females",1998,0,"Lambs",1998,0.16336,34,2.22806531241586,41,"B",0,200
721,"Males",2010,0,"Lambs",2010,0.70465,30,2.01046156871197,42,"D",0,600
693,"Females",2010,0,"Lambs",2010,0.51491,29,1.98222315865569,42,"E",1,100
687,"Males",2010,0,"Lambs",2010,0.34671,29,1.63917611817644,42,"F",0,2400
16,"Males",1998,0,"Lambs",1998,0.54663,35,1.7467205697442,42,"F",0,1400
717,"Females",2010,0,"Lambs",2010,0.17141,30,2.25403989485898,43,"E",0,1200
14,"Males",1998,0,"Lambs",1998,0.35729,35,1.47370154811225,43,"D",0,800
707,"Females",2010,0,"Lambs",2010,0.21144,30,2.54827383062685,95,"G",0,300
42,"Males",1998,0,"Lambs",1998,0.12051,34,2.36591571123188,45,"A",0,1000
248,"Females",2002,0,"Lambs",2002,0.08846,18,2.52744986234499,45,"D",1,1000
734,"Females",2010,0,"Lambs",2010,0.30092,30,2.28424020662687,45,"G",1,0
34,"Males",1998,0,"Lambs",1998,0.48146,34,1.72936225232338,45,"C",0,1600
6,"Males",1998,0,"Lambs",1998,0.493,35,2.3850943409233,45,"E",0,1400
20,"Females",1998,0,"Lambs",1998,0.19399,29,1.66203145094617,45,"H",0,500
697,"Females",2010,0,"Lambs",2010,0.50101,29,2.40634333699103,45,"B",0,600
733,"Males",2010,0,"Lambs",2010,0.17749,31,1.72937437656465,46,"C",0,400
736,"Males",2010,0,"Lambs",2010,0.92705,31,1.98311067991297,46,"C",0,200
691,"Females",2010,0,"Lambs",2010,0.21995,29,2.17667070071188,47,"D",1,600
710,"Females",2010,0,"Lambs",2010,0.11443,30,2.06018957922523,47,"H",0,400
7,"Females",1998,0,"Lambs",1998,0.17707,35,1.92455812881694,47,"D",0,1000
737,"Females",2010,0,"Lambs",2010,0.16232,31,1.71607481035629,47,"E",0,1200
35,"Males",1998,0,"Lambs",1998,0.03922,34,2.13372643691903,48,"D",0,2600
823,"Males",2014,0,"Lambs",2014,0.06405,6,1.7210586679052,48,"F",1,200
70,"Females",1998,0,"Lambs",1998,0.06915,33,1.87932568770268,48,"A",1,700
31,"Females",1998,0,"Lambs",1998,0.1649,34,1.94266243766528,48,"B",0,600
730,"Males",2010,0,"Lambs",2010,0.14819,31,1.74635778796186,48,"D",0,600
48,"Females",1998,0,"Lambs",1998,0.19561,33,1.46033658369841,48,"E",0,600
23,"Males",1998,0,"Lambs",1998,0.27624,34,2.39944472868724,48,"C",0,1400
25,"Females",1998,0,"Lambs",1998,0.28999,34,2.37365198047532,49,"A",0,200
53,"Females",1998,0,"Lambs",1998,0.04587,33,2.20712766563632,49,"B",0,200
63,"Females",1998,0,"Lambs",1998,0.09065,29,2.3654033627764,49,"F",0,800
3,"Females",1998,0,"Lambs",1998,0.18886,35,2.05684889072663,49,"D",1,200
681,"Males",2010,0,"Lambs",2010,0.26447,28,2.03856240907906,49,"A",0,1000
57,"Females",1998,0,"Lambs",1998,0.01099,33,1.84225276207055,49,"D",1,300
703,"Males",2010,0,"Lambs",2010,0.2523,29,1.77831589077085,49,"F",0,400
826,"Males",2014,0,"Lambs",2014,0.1919,5,1.84908221272917,49,"A",1,600
26,"Females",1998,0,"Lambs",1998,0.08412,34,1.69931516422665,49,"C",0,800
714,"Females",2010,0,"Lambs",2010,0.06356,30,1.95345902743863,49,"H",1,200
54,"Males",1998,0,"Lambs",1998,0.02213,33,2.02840908319915,49,"C",0,300
49,"Females",1998,0,"Lambs",1998,0.12029,33,2.04663905991219,49,"C",0,600
45,"Males",1998,0,"Lambs",1998,0.25545,33,1.8426582025043,50,"D",0,600
820,"Males",2014,0,"Lambs",2014,0.08429,6,1.71471652142122,50,"G",1,500
252,"Females",2002,0,"Lambs",2002,0.07719,19,1.80417837377101,50,"F",1,1600
51,"Males",1998,0,"Lambs",1998,0.23354,33,1.92280051010342,50,"C",0,200
